id,text,score
11,以后更难。一线城市已经很多人来找工作打工了。以前招聘的不缺人，以后更加不缺。工资会压得很低很低。都不知怎么办。倒是很多人会去做自媒体。 在这个低谷期，照顾好自己和家人。 身体健康是最大的本钱。但是我感觉自媒体越来越不好做了。 随着很多人的入局。。。只能说那个算法也是变来变去。,2
12,今明两年反内卷肯定是重头戏，不仅已经动手了，而且动手的角度非常刁钻。投流资金超过15%的部分不能抵扣成本。某些靠低质卷价格+高投流的商家有灭顶之灾，现在已经在抖音嚎上了。还有一点就是，有传言称，今年年底之前，平台数据会直接并入财税系统，电商老板们那种直接拿个人帐户收款的日子恐怕也要结束了。而新规将直接影响的行业并不局限于电商，还有一大批依赖广告运行的行业。自媒体、免费小说、免费短剧、付费短剧、小程序游戏等一大串互联网次生内容文化产业。本来腾讯跟字节之间的火药味已经很浓了，而且这一次腾讯完全处于劣势。但上有反内卷的需求，让一切重回均势，腾讯甚至有了一丢丢的优势。换而言之，国内出现今天这种高强度内…多多还要大。这还涉及到《反垄断法》的一部分内容，放任字节跳动这么搅下去，字节跳动极有可能成为国内《反垄断法》的最大bug。他几乎吃下了全部的移动互联网用户，但却没有吃下全部的互联网市场。腾讯系用一小撮中高端用户的市场份额就能跟字节系分庭抗礼。但字节系又在事实上吃下了绝大部分用户。字节系的产品恐怖就恐怖在这个地方。他流量确实很大，但他的流量也同样面临变现困难的问题。典型的旺丁不旺财。所以这几年字节系…。最坏的情况是，字节系在某个时间节点瞬间一溃千里。下面那些回答，不用说什么字节系提供了多少需求。表功打滚，救不了药代，也影响不了集采，同样也改变不了字节系面临流量税的事实。广告法指南跟电商法已经来了。一个互联网平台而已，你提供的就业再多，能有各地的药代多？流量再重要，能有药重要？字节系最大的原罪是使大量社会资金浪费在了投流、广告上。而上面的意思是让这笔钱去生产研发端。要么你自己改，要么别人帮你改。,3
13,隔壁小日子起实早就告诉我们答案，他们在经济下行期，有四个行业却在历史增长。第一个多巴胺经济索尼任天堂这样子的游戏产业就是代表，在家玩玩游戏就能获得超倍的快乐，包括现在我们喜欢的短视频短剧帅哥美女团播，其实都是在构建一个个美好的虚拟世界，让人暂时忘记痛苦逃避现现实，第二个，情绪经济。比如说日本的三得利，还有前两个月爆火的泡泡玛特就是靠着多巴胺情绪成功出圈了，像大火的拉布布解决的就是人生很无聊这个内耗情绪。没有人会因为拉布布有实际的用途而买单了。那更多的人愿意买是因为他很丑啊，好萌啊，甚至于抽隐藏啊，这种情绪价值上的满足而消费。第三平价折扣经济优衣库在1991年转型做简约性价比，正好赶上日本泡沫破灭，消费者对价格越来越敏感，让这个品牌是直接起飞。这个模式呢，在我们这儿也是一样爆火，像大家知道拼多多、蜜雪冰城、名创优品，这几年都是靠极致的性价比快速崛起。第四，单身经济和个体化的服务。泡沫破裂后，低收入男性未婚率超70%，78.7的女性也认为单身可以自由行动，，传统家庭责任。被视为负担，由此也导致了单身经济的崛起。“悦已型”的支出增加，便利店，简餐，美妆啊、一人居家电、单身公寓、虚拟陪伴服务等产业发展迅速，推动了精致独处，成为了新生活的方式。但是因为时代不同啊，我们与日本之间呢是存在差异的。比如我们的市场更大数字化更高，但创新技术不足。从宏观上了解这些产业，那有助于我们在遭遇同等情况后，能够敏锐的发现部分行业的潜力，制定未来职业发展的方向。咦有什么好的行业推荐发在评论区。,3
14,你们现在遇到的就是经济最好的时候，往后会肉眼可见的一年比一年差。至于经济回暖？在可预见的将来暂时还不会发生。除非遇到一些类似于不可抗力之特殊情况。惊不惊喜？ 趁着还有机会多喊几句赢麻了过瘾吧！,2
15,总结下来就八个字：产能过剩+人口危机。自身产能远高于自身消费，就是所谓产能过剩。中国2024年人口为14.2亿，GDP总量为18.94万亿美元，制造业占全球31.6%，社零消费占全球22.8%，最终消费支出占全球13%； 美国2024年人口是3.4亿，2024年GDP总量29.18万亿美元，制造业占全球15.9%，社零消费占全球28%，最终消费支出占全球29%。美国、欧盟、中国是全球前三的经济体，而这三大经济体里，最受制造业国家欢迎的肯定是美国。因为美国的消费远高于他的制造业占比，这意味着他可以稳定的消化很多其他国家的制造业产能，美国就是包括东大在内的所有制造业国家最大的财神爷，这也是懂王有勇…出现了产能过剩，进而引发了经济危机。英美法为了防止其他国家向自己倾销产能，加重本国的经济危机，都争先提高关税竖起贸易壁垒。英法拥有最多的殖民地（尤其是英国），这意味着他们有最多的产能倾销地，所以英法经济危机的程度相对德日要轻一些。美国当时的工资和消费都是世界第一，所以虽然他们没多少殖民地，但经济危机程度相对德日也要轻一些。德国的殖民地太少，再加上还要还一战的巨额赔款，经济危机的程度自然最严重。作为…最符合美国利益。二战后的英国失去了称霸世界的条件，美国只能放弃孤立主义走到台前做了西方老大和世界警察。二战前美国让英国顶在前面，自己在幕后做低调的二当家，然后双方分享世界霸权（美国是具备老大实力的二当家，他的话语权不是现在欧盟这个西方阵营二当家能比的）。二战后，尤其是冷战后，美国成了维护西方霸权的主力，在世界各地投入了大量资源。现在美国右翼要彻底改变这种局面，他们想逼盟友尽可能出钱出力稳住其战线。,2
16,无需经济大师长篇大论，看看自己身边的环境，就大概能明白当下经济真实的模样了。1.当下这个局势，其实小地方和大城市已经没什么差别了。反正绝大多数人口袋里都没钱了，因为房价腰斩已经带走了绝大多数人三十年的消费力。前段时间有个道友，在评论区抱怨：公司倒闭了，每天都是催债电话，没想到对方还挺客气的，反倒是以前称兄道弟的合伙人却以最恶毒的方式问候了他全家，现在家也不敢回了觉得愧对妻女，他问我怎么办？我的回复：暂时别折腾了，手里能变卖的偷偷变卖吧，然后尽量去接受收入腰斩的生活，把大部分钱留作家用，先稳定家属情绪，然后沉下心来做小事挣小钱，不要再为了撑体面而假装强大了。财不入急门，哪怕天塌下来了，也要慢慢来…嘴闷声干事，不侥幸、不辩解将是你在低谷期最重要的修行。2.能退回老家其实是最好的选择，但对于那些无路可退的，我觉得就只剩下一条路了，那就是“以进为退”但这普通人无关，更偏向创业者。就像疫情的时候，我老婆问我要不我们搬回老家吧，或者去关外便宜点的地方也好。缓解一下压力再来过，说实话我也动摇过，但最后心一横，把所有后路都断了。我说以后我们只会住进福田的富人区，没有第二个选择了。以后不再谈撤退的任何事情…的呢？既然是如此！那还不如趁早经历个大的，让自己彻底脱敏，让自己彻底放弃逃跑的念头。那些社会给你的巨大挫折，注定就会让你成长的更快，杀不死你的注定只能让你更强大。普通人需要的是安稳，而想有更大成就的你则需要一场更大的灾难。让风雨来得更猛烈些吧！你没有第二条路了。写作费脑，码字不易，欢迎点赞，评论和关注，就当是对我的最大鼓励。知乎干货文章推荐，点击阅读：从业互联网9年(个人经历)普通人如何改变命运？,2
17,我从18年开始做汽配，有个同行很牛逼，七八年来都是每周休周日一天，今年他们开始双休了。我有个朋友在某五星级酒店当经理，也是破天荒今年第一次看到他们在酒店楼下摆摊卖卤菜小龙虾了。哪怕疫情的时候他们也没这样过。,2
18,有没有可能，只有在中国自己的舆论环境里，中国才在韬光养晦装孙子。在外国人眼里，不论是周边邻国，还是西方列强，还是亚非拉诸国，你从来都是个武德充沛专治各种不服分分钟掀翻现有国际利益关系谁见了都头大的硬茬子。,5
19,"写段子可以，适可而止。一帮段子手在这儿叫经济要完，好像自己收入没提高数据就是假的。过去40年城市是最大受益者，农村被“剪刀差”薅了几十年羊毛； 现在剪刀差反过来了，农产品有最低收购价、农业补贴、农村医保养老一体化、宅基地流转变现，农村在补偿性增长；你在一线城市996，房贷压身，工资停滞，你当然“没感觉”，因为这轮红利根本不是给你发的。2023年，农村人均可支配收入21,691元，十年前还不到1万，翻倍；农村居民收入年均增速长期跑赢城镇，城乡收入比从3.1:1缩到1.9:1；农村耐用品普及率直接起飞：家家户户冰箱、洗衣机、空调标配，智能手机普及率比某些“北漂白领”还高；拼多多、抖音、快手一刷，农民下单比你狠得多，县域快递量三年翻了四倍。合着农村人口不是人是吧，他们不上知乎就代表不存在。35万亿不是用来满足知乎键盘侠的虚荣心的，是在给过去几十年被透支的农村补票。这个总量就是国力，就是安全，就是市场地位，它保障了所有人。这个增量和倾斜就叫国家战略，改善贫困就是人类历史上的伟大成就。又有什么可嘲讽的呢。",4
20,自从疫情结束后，钱越来越难赚了，国内大环境经济不好，失业率公布不出来，普通老百姓都能感觉到，这个钱真的难赚。店铺成片的关门，商场二楼以上没生意，一片萧条，看的我也很难受。问题在哪里？问题就是钱在银行，市场资产流动不起来。市场资金流动性变差，意味着资金在市场中的周转、交易变得困难，资金的可得性下降、交易成本上升，可能引发一系列连锁反应，对经济和金融体系产生多方面影响，具体就不解释了，说了很多人也听不懂，太专业的公式化文字也不想敲键盘，可以ai搜一下市场资金流动性变差的后果。国内已经在救援这种情况了，连续降息两次，但是效果不明显。因为本质的问题解决不了，只有尽可能的解决居民的生活成本问题，保证个人…，会让我们的现金流，减少20%回流到银行。当然也有好处就是美元升值，我们不会被美元所收割。当美元升值，人民币贬值的时候。假设你是国际财团大佬，掌管上亿资金的机构，你还愿意投资人民币吗？假设你投资了，一年赚了15%利润，结果人民币贬值15%那你赚到还是没赚到。假设你是国际某上市企业，在中国有工厂，原本计划向工厂注资10亿美元，这个时候你会不会犹豫呢？或者衰减到1亿，因为赚的钱会有贬值的可能，从而进一…不在持币观望。具体什么时候呢？不是有很多技术分析的高手吗？多分析分析这个。自从人民币从6.3贬值到7.3后，近几年一直高位震荡，而且目前难以看到上涨的结束，也就是说，人民币还有可能进一步贬值的可能，那么美国降息短期基本上很难很难。市场永远走在政策前面，看不到人民币贬值的结束，那就说明资金还没有信心。等吧，熬过这几年吧。另外不建议这几年创业，不建议创业，不建议创业。失败率多高啊。看这个走势我就难受。,2
21,难点就一个，还是那句话太佩服这种人的定力了,-1
22,悲观到可怕的程度。出生在中国这个背景下，是很难理解到日本的悲观的，或许中国经济刚刚停滞了两年，你感受到的憋屈和悲观，乘以三十倍，就是日本人感觉到的悲观我用选择题给你举一些例子好了。你是日本丰田董事长，你的拥有世界第一市值和销量的汽车品牌，当特斯拉异军突起，初步证明电动汽车有切实的可能性是未来，并且有可能对你造成威胁的时候，你的选择是：A：边走边看，防御性研发电动汽车B：投资上下游产业，期望日本年轻人能做出一个新的日本电动车品牌C：不放弃汽油车产业的同时，大力投入电动车D：想各种各样的理由说服自己放弃，并且几乎什么都不做中国厂商选 ABCD 的都有，所有日本汽车厂和风投的选择都是 D补充：评论里…的产能不足，需要大笔借钱扩建新的工厂并且再可见的未来可能要亏 5 年才能接下订单的时候，你的选择是：A：建，不但要建，还要大建特建，贷款建，抓住机会，做大做强B：担心后续订单问题，可能要亏本，但动力电池有一定可能是未来方向，自己花钱建有点害怕，融资建吧C：自己稍微花点钱，再找一些兄弟企业一起吃下订单，几乎没啥风险，乐呵呵D：直接拒绝，把订单拱手让给当时中国听都没听过的新秀小厂宁德时代日本人的选择是…提示词；支持网约车，但是只能周一至周五的早上7时至早上10时、周五和周六的16时至19时、周六的零时至清晨4时、周日的10时至13时期间运营），看看哪一条不都是直指这个行业最软肋，网约车这条我揉了三次眼睛才确认没看错请注意，这不是个人的选择，是日本整个社会的选择，在 30 年经济停滞的背景下，他们已经完全失去了梦想和赌性，不愿意承受一点风险。对未来的悲观导致了更悲观的未来，恶性循环，很难走出去的。,2
23,当时在北京的一个座谈会上，一个高官问各位教授:“你们觉得是市场经济好还是计划经济好？”一个北京某大学的教授说的:“改革开放这么多年了，我们还在讨论吃大米好还是吃大粪好”印象深刻。——————————————————————————评论区不是我关闭的。,-1
24,去年，有个非常有名的媒体采访经济学家许成钢时，曾经就问过这个问题。许成钢说：普通人要想在经济恶化时，不被洗劫非常的难。但无论如何，都要储蓄，无论是个人还是企业，都要储蓄，因为谁都不知道，这样的时间还要持续多久。但是，经济恶化，政府需要必須要靠大規模發行貨幣，才能解得出來。那麼大規模發行貨幣，當通貨緊縮過去之後，不可避免地要產生嚴重的通貨膨脹。接着就是货币贬值，财富稀释。所以，普通人一方面要储蓄，但是要注意，實物的資產和貨幣的資產，需要平衡。,2
