id,text,score
10,你们现在遇到的就是经济最好的时候，往后会肉眼可见的一年比一年差。至于经济回暖？在可预见的将来暂时还不会发生。除非遇到一些类似于不可抗力之特殊情况。惊不惊喜？ 趁着还有机会多喊几句赢麻了过瘾吧！,1
11,我从18年开始做汽配，有个同行很牛逼，七八年来都是每周休周日一天，今年他们开始双休了。我有个朋友在某五星级酒店当经理，也是破天荒今年第一次看到他们在酒店楼下摆摊卖卤菜小龙虾了。哪怕疫情的时候他们也没这样过。,2
12,无需经济大师长篇大论，看看自己身边的环境，就大概能明白当下经济真实的模样了。1.当下这个局势，其实小地方和大城市已经没什么差别了。反正绝大多数人口袋里都没钱了，因为房价腰斩已经带走了绝大多数人三十年的消费力。前段时间有个道友，在评论区抱怨：公司倒闭了，每天都是催债电话，没想到对方还挺客气的，反倒是以前称兄道弟的合伙人却以最恶毒的方式问候了他全家，现在家也不敢回了觉得愧对妻女，他问我怎么办？我的回复...能看清自己为何倒下，才能趴在地上看见那些别人看不见的机会。然后吃饱了不要出声，慢慢恢复自己的元气。闭嘴闷声干事，不侥幸、不辩解将是你在低谷期最重要的修行。2.能退回老家其实是最好的选择，但对于那些无路可退的，我觉得就只剩下唯一一条路了，那就是“以进为退”但这普通人无关，更偏向创业者。就像疫情的时候，我老婆问我要不我们搬回老家吧，或者去关外便宜点的地方也好。缓解一下压力再来过，说实话我也动摇过，但最后心一横，把所有后路都断了。我说以后我们只会住进福田的富人区，没有第二个选择了。以后不再谈撤退的任何事情，我们的目标只有一个：那就是要搬就搬去更贵的地方，绝不后退。人这个东西往往就是遇强则强遇弱则弱的。与...则需要一场更大的灾难。让风雨来得更猛烈些吧！你没有第二条路了。写作费脑，码字不易，欢迎点赞，评论和关注，就当是对我的最大鼓励。知乎干货文章推荐，点击阅读：从业互联网9年(个人经历)普通人如何改变命运？,1
13,自从疫情结束后，钱越来越难赚了，国内大环境经济不好，失业率公布不出来，普通老百姓都能感觉到，这个钱真的难赚。店铺成片的关门，商场二楼以上没生意，一片萧条，看的我也很难受。问题在哪里？问题就是钱在银行，市场资产流动不起来。市场资金流动性变差，意味着资金在市场中的周转、交易变得困难，资金的可得性下降、交易成本上升，可能引发一系列连锁反应，对经济和金融体系产生多方面影响，具体就不解释了，说了很多人也听不...是自己。为应对美元上涨，全球资金回流，各国都开始加息多次，只有我国没有加。前文提到，加息是非常痛苦的，会让我们的现金流，减少20%回流到银行。当然也有好处就是美元升值，我们不会被美元所收割。当美元升值，人民币贬值的时候。假设你是国际财团大佬，掌管上亿资金的机构，你还愿意投资人民币吗？假设你投资了，一年赚了15%利润，结果人民币贬值15%那你赚到还是没赚到。假设你是国际某上市企业，在中国有工厂，原本计划向工厂注资10亿美元，这个时候你会不会犹豫呢？或者衰减到1亿，因为赚的钱会有贬值的可能，从而进一步减少国外的注资。再说国内，人民币会贬值，你还愿意贷款吗？你贷了款才有钱，才能去开设新项目，为社会提...么美国降息短期基本上很难很难。市场永远走在政策前面，看不到人民币贬值的结束，那就说明资金还没有信心。等吧，熬过这几年吧。另外不建议这几年创业，不建议创业，不建议创业。失败率多高啊。看这个走势我就难受。,2
14,"写段子可以，适可而止。一帮段子手在这儿叫经济要完，好像自己收入没提高数据就是假的。过去40年城市是最大受益者，农村被“剪刀差”薅了几十年羊毛； 现在剪刀差反过来了，农产品有最低收购价、农业补贴、农村医保养老一体化、宅基地流转变现，农村在补偿性增长；你在一线城市996，房贷压身，工资停滞，你当然“没感觉”，因为这轮红利根本不是给你发的。2023年，农村人均可支配收入21,691元，十年前还不到1万，翻倍；农村居民收入年均增速长期跑赢城镇，城乡收入比从3.1:1缩到1.9:1；农村耐用品普及率直接起飞：家家户户冰箱、洗衣机、空调标配，智能手机普及率比某些“北漂白领”还高；拼多多、抖音、快手一刷，农民下单比你狠得多，县域快递量三年翻了四倍。合着农村人口不是人是吧，他们不上知乎就代表不存在。35万亿不是用来满足知乎键盘侠的虚荣心的，是在给过去几十年被透支的农村补票。这个总量就是国力，就是安全，就是市场地位，它保障了所有人。这个增量和倾斜就叫国家战略，改善贫困就是人类历史上的伟大成就。又有什么可嘲讽的呢。",4
15,悲观到可怕的程度。出生在中国这个背景下，是很难理解到日本的悲观的，或许中国经济刚刚停滞了两年，你感受到的憋屈和悲观，乘以三十倍，就是日本人感觉到的悲观我用选择题给你举一些例子好了。你是日本丰田董事长，你的拥有世界第一市值和销量的汽车品牌，当特斯拉异军突起，初步证明电动汽车有切实的可能性是未来，并且有可能对你造成威胁的时候，你的选择是：A：边走边看，防御性研发电动汽车B：投资上下游产业，期望日本年轻...董事长，你拥有世界第一产量的电池工厂，在当时来看产能和地位绝不可能被撼动，当特斯拉向你下大额订单，你的产能不足，需要大笔借钱扩建新的工厂并且再可见的未来可能要亏 5 年才能接下订单的时候，你的选择是：A：建，不但要建，还要大建特建，贷款建，抓住机会，做大做强B：担心后续订单问题，可能要亏本，但动力电池有一定可能是未来方向，自己花钱建有点害怕，融资建吧C：自己稍微花点钱，再找一些兄弟企业一起吃下订单，几乎没啥风险，乐呵呵D：直接拒绝，把订单拱手让给当时中国听都没听过的新秀小厂宁德时代日本人的选择是 D3. 你是日本产业省的官员，看到了中美移动互联网发展前景，觉得必须推出一系列的政策和法律来支持移...眼睛才确认没看错请注意，这不是个人的选择，是日本整个社会的选择，在 30 年经济停滞的背景下，他们已经完全失去了梦想和赌性，不愿意承受一点风险。对未来的悲观导致了更悲观的未来，恶性循环，很难走出去的。,2
16,总结下来就八个字：产能过剩+人口危机。自身产能远高于自身消费，就是所谓产能过剩。中国2024年人口为14.2亿，GDP总量为18.94万亿美元，制造业占全球31.6%，社零消费占全球22.8%，最终消费支出占全球13%； 美国2024年人口是3.4亿，2024年GDP总量29.18万亿美元，制造业占全球15.9%，社零消费占全球28%，最终消费支出占全球29%。美国、欧盟、中国是全球前三的经济体，...让工业国之间的贸易摩擦很容易演变成激烈冲突（比如战争）。20世纪30年代，英美法德日这些工业强国纷纷出现了产能过剩，进而引发了经济危机。英美法为了防止其他国家向自己倾销产能，加重本国的经济危机，都争先提高关税竖起贸易壁垒。英法拥有最多的殖民地（尤其是英国），这意味着他们有最多的产能倾销地，所以英法经济危机的程度相对德日要轻一些。美国当时的工资和消费都是世界第一，所以虽然他们没多少殖民地，但经济危机程度相对德日也要轻一些。德国的殖民地太少，再加上还要还一战的巨额赔款，经济危机的程度自然最严重。作为新兴工业强国的日本，殖民地也很少，再加上国内的工资水平是所有工业强国里最低的，内需市场自然也很低迷，...家，他的话语权不是现在欧盟这个西方阵营二当家能比的）。二战后，尤其是冷战后，美国成了维护西方霸权的主力，在世界各地投入了大量资源。现在美国右翼要彻底改变这种局面，他们想逼盟友尽可能出钱出力稳住其战线。,1
17,4亿人的命运即将改写，国家已经悄悄启动了一个庞大的计划。这个计划将在未来10年彻底改变中国的经济格局。而你我能不能搭上这班车，全看能不能看懂这场游戏的规则。最近大家都在说经济不好钱不好赚，但你知道吗？国家其实早就做好了布局。这个布局不是什么临时抱佛脚，而是一个从2025年到2035年，整整10年的宏伟计划。这个计化的核心就是要让4亿人进城，彻底激活内需。你可能会想4亿人是什么概念？相当于整个美国的...么重要？很简单。上面出政策，下面的人凭什么去执行，必须让他们也有好处才行。消费税原来是完全归中央，地方一分钱都拿不到，现在要把消费税下滑到地方，而且要后移到消费端收取。这意味着什么？意味着哪个地方的人消费的越多，那个地方的政府收入就越多。这样一来，地方政府就有动力去刺激消费了。你看当年房地产为什么能搞起来，就是靠分税制改革，国家把地方的大部分收入都拿走了。但给地方留了一个卖地的口子，地方没别的收入来源，只能拼命卖地，这才把房地产炒起来的。现在也是一样的套路，地方不能再靠卖地了，但还得有收入来源。消费税改革就是给地方开辟新的裁源。地方有了动力上下一致，这个扩大内需的计划才能真正落地。还有一件事也...升级、农业现代化，这些都不是空谈，而是实实在在要推进的项目。机会就在眼前，关键看你能不能抓住时代的列车已经开动，上不上车，全看你自己的选。要免费神贴合集给我发邮箱15831501272@163.com,5
18,宏观上，经济是增长状态的。但是你感觉不好，我来给你解释原因第一，是地方债，目前仍处于化债阶段。既然是化解债务，那三四线的城市、县城也只好缩减公共支出，抑制消费能力了！绩效，奖金等能迟发就迟发，市场消费萎靡。第二，是供给侧改革，所谓的供给侧改革，核心是，之前造的东西太多了。目前要去库存，去杠杆，去产能，优化结构。这一方面来看，东西都卖不出去了，工人自然不需要那么多，国民收入与消费也提不起来。但随着，结构性改革，会有慢慢好转，属于长痛不如短痛。第三，是高质量发展。所谓的高质量发展就是资源财政向人工智能、芯片、机器人等高端产业倾斜。这么一来，作为民生底盘的低端产业，小微企业就被边缘化了。一直以来，保就业、保民生靠的是这些小微企业来吸纳就业人口。目前，高端产业还没有发展到能拉动、拉活整个经济市场的能力。而低端产业由于发展受限，也无法吸纳庞大的就业。这就造成了一定的真空期。结合最新公布的16??24岁青年失业率达到了惊人的18.9%，这意味着青年有五分之一是失业状态，实际可能更高。16??24岁的青年有的初中去打工，有的大学毕业去打工，沉没在低端产业，但由于低端产业没有强大的政策红利，这些青年都找不到工作。当然对于小微企业，国家也是有扶持和补贴的。但在整个经济中是属于边缘化的。你想问的应该是国民收入和消费什么时候才能真正提振起来？大概要看2027年之后了！,3
19,中国经济很可能要开始发力了，今年的9.3大阅兵是一个重要的转折点，再过几天，还有一件大事，一旦敲定，中国经济将正式吹响反击的号角。为什么我这样讲？我跟大家说一下我的基本逻辑。大家都知道，一个国家的资源是有限的，想要发展经济，需要大量的财政投入，但是国家花钱的地方又特别多，军事、产业、医疗、教育、养老……每一个领域都是吞金巨兽，所以在不同的发展时期，国家的侧重点是不一样的。比如说上世纪60年代，我们...了3.6万亿，巨额的科研投入才是黑科技井喷的重要原因，有钱才能拿出真东西！第四件是基建领域的大升级，我可以非常直白的告诉大家，我从来没有见过有哪个时期，国家会上马这么多的基建建设，你看看自己身边，从2016年-2025年，你们村修了多少柏油路，你们县修了多少高速，你们市又修了多少高铁和地铁？我们用了差不多10年的时间，建成了人类历史上最发达的交通运输网，很多人只看到双十一和春运我们强大的运力，你认真想一想，能送快递是不是就能送武器？能送老百姓，是不是就能送最可爱的人？ 这十年的基建布局，全都是战备升级的一部分，一切都是为了应对那场可能的战争。可以毫不夸张的说，从2016年-2025年，我们从上...充足了，到时候一个新的周期将会来临，一定要记住，经济不会永远繁荣，但也不会永远低迷，在周期之间反复循环，就是历史的真相，我们需要做的是看懂趋势，把握机遇，只有这样才能在时代的浪潮中赚到属于自己的财富。,5
20,原因可能是这个，一个广东省养着半个中国。,3
21,有没有可能，只有在中国自己的舆论环境里，中国才在韬光养晦装孙子。在外国人眼里，不论是周边邻国，还是西方列强，还是亚非拉诸国，你从来都是个武德充沛专治各种不服分分钟掀翻现有国际利益关系谁见了都头大的硬茬子。,4
22,亲身经历。俄罗斯的经济已经崩了。作为一个黑龙江的人，早些年我们这儿的人都是去俄罗斯打工的。虽然没有日韩赚的多，但也比国内要强的多。2025年的今天。回到哈尔滨吃饭，竟然在中档的小饭店里见到了俄罗斯的服务员儿。有图有真相。在这饭店打工的大妈都是中国人，是可以端菜盖章的。这种收拾桌子就属于小工。要不是经济太差，背井离乡，这么年轻的姑娘跑到这儿来打这个工呢。,1
23,每次听到改革开放之前，中国国民经济到了崩溃的边缘，这样的鬼话，我都想骂人。1978年到1980年，连续三年，中国的石油产量都超过了1亿吨。由于受伊朗伊斯兰革命，和两伊战争的影响，国际石油价格暴涨。1978年国际石油均价约为15美元一桶，1979年均价超过30美元一桶，1980年均价比79年还要高，最高超过了40美元。当时中国是石油出口国，年出口石油在一千万到两千万吨之间，大约占中国外汇收入的四分之...年，主要是吃亏的，财富和人才，很多流向了西方。所以，很多事情，不能看一年两年，甚至也不能看十年二十年，要更长期的看，如果没有入世前，吃亏二十年，西方很有可能就不会允许中国入世。那么，为什么很多人说改开之前，中国经济到了崩溃的边缘呢？也不是完全没有原因的，主要是尼克松访华后，中国与很多西方国家建交，拿出了43亿美元，搞了四三方案之后，还没有建成投产，1977年，又搞了八二方案，再拿出了82亿美元，继续引进外国技术设备。教员搞得四三方案，十分谨慎，主要是中央让军队去搞，例如当时作为工程兵的任正非，就参与了辽阳的一个化工项目，而八二方案，却主要让地方去搞，两年就花掉了十年的钱。仅仅五年左右时间，连续...只有阴阳调和，才更有利经济的发展。计划经济的最大弊端，就是对领导人和操控者的要求太高，需要德才兼备，搞不好就会适得其反。而市场经济的最大弊端，就是强者更强，弱者更弱，很容易陷入两极分化的马太效应之中。,3
24,评论区有相信大毛经济会在东大支持下回暖的，有觉得大毛会经济崩溃的，吵得不可开交。大家都是成年人，为自己判断负责就行。大毛一系列国企被中国评级机构评AAA级，预计很快就会在中国发行债券，而且利率不会低，超过现在在中国的投资回报率。相信大毛经济会回暖的，尽自己全力买，利率总比存银行和投资股市强，亏损了就是咎由自取为信仰买单，如果买了希望你在评论区晒出来证明自己信仰。相信大毛经济会崩的，千万别碰，要是错过了这次机会也是活该，谁让你判断失误，自己回家反思。实践才是检验真理的唯一标准。,3
25,最近有朋友问了我一个问题：问的是关税，在他的视角里，从懂王上任来，关税好像就成了一个闹剧，来来回回折腾，最终那边也都妥协了，而且社会好像并没有因为关税这个事有什么影响，这种感觉是对的吗？怎么说呢？人们总是会高估负面事件的短期影响，但也会在长期内低估负面事件的长期影响，而关税给到的的影响，实际已经很大了。只是关税这个事，影响到的人群不一致罢了。我可以用一双鞋来聊关税这个事。大家知道一双鞋，鞋厂的利润...这些鞋厂在当地有着几个超大的群，想在这个地方打工的人都在这个群里，打工人会看群里明天哪个厂有订单，有了就跑过去，做完就等下一个。工资是日结的，比如说这个厂如果接了一个2万的订单，那么它三天做完，它对应就会在这在群里发三天用多少个人的信息，然后通知人来干，最后厂里就根据当天来人做的量来算这个工资。赚多少钱，则完全看量。不熟练的，干一天也就是五十来块钱，熟练工能到两百来块，当天干完当天结。鞋厂生存模式其实很简单，厂房用旧的，钱少，不养人，水电费来订单能覆盖，生意能做，那就做，没有生意，那就歇着，不做。这个模式，很不现代化，但却是订单稀薄下对鞋厂最有利的模式。但大家可以去想一下，这个模式对员工有什么...这个地区持有资产人的财富总量也跟着下降。这就是最直观的影响。大家不用看数据如何亮眼，其实等你真正向下调研过后就会明白，如果连最基本农民工都难找到工作的时候，经济的寒意其实已经相当重了。唠嗑公号：曹多鱼,2
26,我有一个朋友，真的朋友，人就在日本。这位在日本留学以后就一直留在日本工作。日本个别经济的确挺好的。大久保公园的菜价在1W日元左右。（大约500RMB左右）优点是物美价廉，缺点就是农药残留过多，并且还有法律风险。正常日本人去正规商超买菜，普遍价格在在2W－5W日元左右，（大约是900-2500RMB）优点是农药残留极低，甚至私下可以打骨折折扣，熟客偶尔可以免费，但缺点也很明显，一分钱一分货。而日本的工资水平差不多在1.5万人民币左右，中位数也差不多这个范围。但近些年日本职称有点歧视女性，导致女性要么回归家庭，要么“再就业”，因为内卷竞争，物价水平可能进一步降低。,3
